2022-06-23 00:50:11 startup archives unpack
2022-06-23 00:50:18 status unpacked pinentry-curses:amd64 1.1.0-4
2022-06-23 00:50:18 install gpg-agent:amd64 <none> 2.2.27-2+deb11u1
2022-06-23 00:50:18 status half-installed gpg-agent:amd64 2.2.27-2+deb11u1
2022-06-23 00:50:18 status unpacked gpg-agent:amd64 2.2.27-2+deb11u1
2022-06-23 00:50:18 install gpg-wks-client:amd64 <none> 2.2.27-2+deb11u1
2022-06-23 00:50:18 status half-installed gpg-wks-client:amd64 2.2.27-2+deb11u1
2022-06-23 00:50:18 status unpacked gpg-wks-client:amd64 2.2.27-2+deb11u1
2022-06-23 00:50:18 install gpg-wks-server:amd64 <none> 2.2.27-2+deb11u1
2022-06-23 00:50:18 status half-installed gpg-wks-server:amd64 2.2.27-2+deb11u1
2022-06-23 00:50:18 status unpacked gpg-wks-server:amd64 2.2.27-2+deb11u1
2022-06-23 00:50:18 install gpgsm:amd64 <none> 2.2.27-2+deb11u1
2022-06-23 00:50:18 status half-installed gpgsm:amd64 2.2.27-2+deb11u1
2022-06-23 00:50:18 status unpacked gpgsm:amd64 2.2.27-2+deb11u1
2022-06-23 00:50:18 install gnupg:all <none> 2.2.27-2+deb11u1
2022-06-23 00:50:18 status half-installed gnupg:all 2.2.27-2+deb11u1
2022-06-23 00:50:18 status unpacked gnupg:all 2.2.27-2+deb11u1
2022-06-23 00:50:18 startup packages configure
2022-06-23 00:50:18 configure libksba8:amd64 1.5.0-3 <none>
2022-06-23 00:50:18 status unpacked libksba8:amd64 1.5.0-3
2022-06-23 00:50:18 status half-configured libksba8:amd64 1.5.0-3
2022-06-23 00:50:18 status installed libksba8:amd64 1.5.0-3
2022-06-23 00:50:18 configure libsqlite3-0:amd64 3.34.1-3 <none>
2022-06-23 00:50:18 status unpacked libsqlite3-0:amd64 3.34.1-3
2022-06-23 00:50:18 status half-configured libsqlite3-0:amd64 3.34.1-3
2022-06-23 00:50:18 status installed libsqlite3-0:amd64 3.34.1-3
2022-06-23 00:50:18 configure libnpth0:amd64 1.6-3 <none>
2022-06-23 00:50:18 status unpacked libnpth0:amd64 1.6-3
2022-06-23 00:50:18 status half-configured libnpth0:amd64 1.6-3
2022-06-23 00:50:18 status installed libnpth0:amd64 1.6-3
2022-06-23 00:50:18 configure libassuan0:amd64 2.5.3-7.1 <none>
2022-06-23 00:50:18 status unpacked libassuan0:amd64 2.5.3-7.1
2022-06-23 00:50:18 status half-configured libassuan0:amd64 2.5.3-7.1
2022-06-23 00:50:18 status installed libassuan0:amd64 2.5.3-7.1
2022-06-23 00:50:18 configure gnupg-l10n:all 2.2.27-2+deb11u1 <none>
2022-06-23 00:50:18 status unpacked gnupg-l10n:all 2.2.27-2+deb11u1
2022-06-23 00:50:18 status half-configured gnupg-l10n:all 2.2.27-2+deb11u1
2022-06-23 00:50:18 status installed gnupg-l10n:all 2.2.27-2+deb11u1
2022-06-23 00:50:18 configure libncursesw6:amd64 6.2+20201114-2 <none>
2022-06-23 00:50:18 status unpacked libncursesw6:amd64 6.2+20201114-2
2022-06-23 00:50:18 status half-configured libncursesw6:amd64 6.2+20201114-2
2022-06-23 00:50:18 status installed libncursesw6:amd64 6.2+20201114-2
2022-06-23 00:50:18 configure readline-common:all 8.1-1 <none>
2022-06-23 00:50:18 status unpacked readline-common:all 8.1-1
2022-06-23 00:50:18 status half-configured readline-common:all 8.1-1
2022-06-23 00:50:18 status installed readline-common:all 8.1-1
2022-06-23 00:50:18 configure pinentry-curses:amd64 1.1.0-4 <none>
2022-06-23 00:50:18 status unpacked pinentry-curses:amd64 1.1.0-4
2022-06-23 00:50:18 status half-configured pinentry-curses:amd64 1.1.0-4
2022-06-23 00:50:18 status installed pinentry-curses:amd64 1.1.0-4
2022-06-23 00:50:18 configure libreadline8:amd64 8.1-1 <none>
2022-06-23 00:50:18 status unpacked libreadline8:amd64 8.1-1
2022-06-23 00:50:18 status half-configured libreadline8:amd64 8.1-1
2022-06-23 00:50:18 status installed libreadline8:amd64 8.1-1
2022-06-23 00:50:18 configure gpgconf:amd64 2.2.27-2+deb11u1 <none>
2022-06-23 00:50:18 status unpacked gpgconf:amd64 2.2.27-2+deb11u1
2022-06-23 00:50:18 status half-configured gpgconf:amd64 2.2.27-2+deb11u1
2022-06-23 00:50:18 status installed gpgconf:amd64 2.2.27-2+deb11u1
2022-06-23 00:50:18 configure gpg:amd64 2.2.27-2+deb11u1 <none>
2022-06-23 00:50:18 status unpacked gpg:amd64 2.2.27-2+deb11u1
2022-06-23 00:50:18 status half-configured gpg:amd64 2.2.27-2+deb11u1
2022-06-23 00:50:18 status installed gpg:amd64 2.2.27-2+deb11u1
2022-06-23 00:50:18 configure gnupg-utils:amd64 2.2.27-2+deb11u1 <none>
2022-06-23 00:50:18 status unpacked gnupg-utils:amd64 2.2.27-2+deb11u1
2022-06-23 00:50:18 status half-configured gnupg-utils:amd64 2.2.27-2+deb11u1
2022-06-23 00:50:18 status installed gnupg-utils:amd64 2.2.27-2+deb11u1
2022-06-23 00:50:18 configure gpg-agent:amd64 2.2.27-2+deb11u1 <none>
2022-06-23 00:50:18 status unpacked gpg-agent:amd64 2.2.27-2+deb11u1
2022-06-23 00:50:18 status half-configured gpg-agent:amd64 2.2.27-2+deb11u1
2022-06-23 00:50:19 status installed gpg-agent:amd64 2.2.27-2+deb11u1
2022-06-23 00:50:19 configure gpgsm:amd64 2.2.27-2+deb11u1 <none>
2022-06-23 00:50:19 status unpacked gpgsm:amd64 2.2.27-2+deb11u1
2022-06-23 00:50:19 status half-configured gpgsm:amd64 2.2.27-2+deb11u1
2022-06-23 00:50:19 status installed gpgsm:amd64 2.2.27-2+deb11u1
2022-06-23 00:50:19 configure dirmngr:amd64 2.2.27-2+deb11u1 <none>
2022-06-23 00:50:19 status unpacked dirmngr:amd64 2.2.27-2+deb11u1
2022-06-23 00:50:19 status half-configured dirmngr:amd64 2.2.27-2+deb11u1
2022-06-23 00:50:19 status installed dirmngr:amd64 2.2.27-2+deb11u1
2022-06-23 00:50:19 configure gpg-wks-server:amd64 2.2.27-2+deb11u1 <none>
2022-06-23 00:50:19 status unpacked gpg-wks-server:amd64 2.2.27-2+deb11u1
2022-06-23 00:50:19 status half-configured gpg-wks-server:amd64 2.2.27-2+deb11u1
2022-06-23 00:50:19 status installed gpg-wks-server:amd64 2.2.27-2+deb11u1
2022-06-23 00:50:19 configure gpg-wks-client:amd64 2.2.27-2+deb11u1 <none>
2022-06-23 00:50:19 status unpacked gpg-wks-client:amd64 2.2.27-2+deb11u1
2022-06-23 00:50:19 status half-configured gpg-wks-client:amd64 2.2.27-2+deb11u1
2022-06-23 00:50:19 status installed gpg-wks-client:amd64 2.2.27-2+deb11u1
2022-06-23 00:50:19 configure gnupg:all 2.2.27-2+deb11u1 <none>
2022-06-23 00:50:19 status unpacked gnupg:all 2.2.27-2+deb11u1
2022-06-23 00:50:19 status half-configured gnupg:all 2.2.27-2+deb11u1
2022-06-23 00:50:19 status installed gnupg:all 2.2.27-2+deb11u1
2022-06-23 00:50:19 trigproc libc-bin:amd64 2.31-13+deb11u3 <none>
2022-06-23 00:50:19 status half-configured libc-bin:amd64 2.31-13+deb11u3
2022-06-23 00:50:19 status installed libc-bin:amd64 2.31-13+deb11u3
