2022-06-23 00:54:20 startup archives unpack
2022-06-23 00:54:45 status half-configured python-bzrlib:amd64 2.7.0+bzr6619-7+deb9u1
2022-06-23 00:54:46 status installed python-bzrlib:amd64 2.7.0+bzr6619-7+deb9u1
2022-06-23 00:54:46 configure bzr:all 2.7.0+bzr6619-7+deb9u1 <none>
2022-06-23 00:54:46 status unpacked bzr:all 2.7.0+bzr6619-7+deb9u1
2022-06-23 00:54:46 status half-configured bzr:all 2.7.0+bzr6619-7+deb9u1
2022-06-23 00:54:46 status installed bzr:all 2.7.0+bzr6619-7+deb9u1
2022-06-23 00:54:46 trigproc libc-bin:amd64 2.24-11+deb9u4 <none>
2022-06-23 00:54:46 status half-configured libc-bin:amd64 2.24-11+deb9u4
2022-06-23 00:54:46 status installed libc-bin:amd64 2.24-11+deb9u4
2022-06-23 00:55:03 startup archives unpack
2022-06-23 00:55:03 install libpng16-16:amd64 <none> 1.6.28-1+deb9u1
2022-06-23 00:55:03 status triggers-pending libc-bin:amd64 2.24-11+deb9u4
2022-06-23 00:55:03 status half-installed libpng16-16:amd64 1.6.28-1+deb9u1
2022-06-23 00:55:03 status unpacked libpng16-16:amd64 1.6.28-1+deb9u1
2022-06-23 00:55:03 status unpacked libpng16-16:amd64 1.6.28-1+deb9u1
2022-06-23 00:55:03 install libfreetype6:amd64 <none> 2.6.3-3.2+deb9u2
2022-06-23 00:55:03 status half-installed libfreetype6:amd64 2.6.3-3.2+deb9u2
2022-06-23 00:55:03 status unpacked libfreetype6:amd64 2.6.3-3.2+deb9u2
2022-06-23 00:55:03 status unpacked libfreetype6:amd64 2.6.3-3.2+deb9u2
2022-06-23 00:55:03 install fonts-dejavu-core:all <none> 2.37-1
2022-06-23 00:55:03 status half-installed fonts-dejavu-core:all 2.37-1
2022-06-23 00:55:03 status unpacked fonts-dejavu-core:all 2.37-1
2022-06-23 00:55:03 status unpacked fonts-dejavu-core:all 2.37-1
2022-06-23 00:55:03 install fontconfig-config:all <none> 2.11.0-6.7
2022-06-23 00:55:03 status half-installed fontconfig-config:all 2.11.0-6.7
2022-06-23 00:55:03 status unpacked fontconfig-config:all 2.11.0-6.7
2022-06-23 00:55:03 status unpacked fontconfig-config:all 2.11.0-6.7
2022-06-23 00:55:03 install libfontconfig1:amd64 <none> 2.11.0-6.7+b1
2022-06-23 00:55:03 status half-installed libfontconfig1:amd64 2.11.0-6.7+b1
2022-06-23 00:55:03 status unpacked libfontconfig1:amd64 2.11.0-6.7+b1
2022-06-23 00:55:03 status unpacked libfontconfig1:amd64 2.11.0-6.7+b1
2022-06-23 00:55:03 install fontconfig:amd64 <none> 2.11.0-6.7+b1
2022-06-23 00:55:03 status half-installed fontconfig:amd64 2.11.0-6.7+b1
2022-06-23 00:55:03 status unpacked fontconfig:amd64 2.11.0-6.7+b1
2022-06-23 00:55:03 status unpacked fontconfig:amd64 2.11.0-6.7+b1
2022-06-23 00:55:03 install libglib2.0-0:amd64 <none> 2.50.3-2+deb9u3
2022-06-23 00:55:03 status half-installed libglib2.0-0:amd64 2.50.3-2+deb9u3
2022-06-23 00:55:03 status unpacked libglib2.0-0:amd64 2.50.3-2+deb9u3
2022-06-23 00:55:03 status unpacked libglib2.0-0:amd64 2.50.3-2+deb9u3
2022-06-23 00:55:03 install liblqr-1-0:amd64 <none> 0.4.2-2+b2
2022-06-23 00:55:03 status half-installed liblqr-1-0:amd64 0.4.2-2+b2
2022-06-23 00:55:03 status unpacked liblqr-1-0:amd64 0.4.2-2+b2
2022-06-23 00:55:03 status unpacked liblqr-1-0:amd64 0.4.2-2+b2
2022-06-23 00:55:03 install imagemagick-6-common:all <none> 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:03 status half-installed imagemagick-6-common:all 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:03 status unpacked imagemagick-6-common:all 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:03 status unpacked imagemagick-6-common:all 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:03 install libmagickcore-6-arch-config:amd64 <none> 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:03 status half-installed libmagickcore-6-arch-config:amd64 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:03 status unpacked libmagickcore-6-arch-config:amd64 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:03 status unpacked libmagickcore-6-arch-config:amd64 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:04 install libmagickcore-6-headers:all <none> 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:04 status half-installed libmagickcore-6-headers:all 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:04 status unpacked libmagickcore-6-headers:all 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:04 status unpacked libmagickcore-6-headers:all 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:04 install libgomp1:amd64 <none> 6.3.0-18+deb9u1
2022-06-23 00:55:04 status half-installed libgomp1:amd64 6.3.0-18+deb9u1
2022-06-23 00:55:04 status unpacked libgomp1:amd64 6.3.0-18+deb9u1
2022-06-23 00:55:04 status unpacked libgomp1:amd64 6.3.0-18+deb9u1
2022-06-23 00:55:04 install libfftw3-double3:amd64 <none> 3.3.5-3
2022-06-23 00:55:04 status half-installed libfftw3-double3:amd64 3.3.5-3
2022-06-23 00:55:04 status unpacked libfftw3-double3:amd64 3.3.5-3
2022-06-23 00:55:04 status unpacked libfftw3-double3:amd64 3.3.5-3
2022-06-23 00:55:04 install libjbig0:amd64 <none> 2.1-3.1+b2
2022-06-23 00:55:04 status half-installed libjbig0:amd64 2.1-3.1+b2
2022-06-23 00:55:04 status unpacked libjbig0:amd64 2.1-3.1+b2
2022-06-23 00:55:04 status unpacked libjbig0:amd64 2.1-3.1+b2
2022-06-23 00:55:04 install libjpeg62-turbo:amd64 <none> 1:1.5.1-2+deb9u2
2022-06-23 00:55:04 status half-installed libjpeg62-turbo:amd64 1:1.5.1-2+deb9u2
2022-06-23 00:55:04 status unpacked libjpeg62-turbo:amd64 1:1.5.1-2+deb9u2
2022-06-23 00:55:04 status unpacked libjpeg62-turbo:amd64 1:1.5.1-2+deb9u2
2022-06-23 00:55:04 install liblcms2-2:amd64 <none> 2.8-4+deb9u1
2022-06-23 00:55:04 status half-installed liblcms2-2:amd64 2.8-4+deb9u1
2022-06-23 00:55:04 status unpacked liblcms2-2:amd64 2.8-4+deb9u1
2022-06-23 00:55:04 status unpacked liblcms2-2:amd64 2.8-4+deb9u1
2022-06-23 00:55:04 install libltdl7:amd64 <none> 2.4.6-2
2022-06-23 00:55:04 status half-installed libltdl7:amd64 2.4.6-2
2022-06-23 00:55:04 status unpacked libltdl7:amd64 2.4.6-2
2022-06-23 00:55:04 status unpacked libltdl7:amd64 2.4.6-2
2022-06-23 00:55:04 install libopenjp2-7:amd64 <none> 2.1.2-1.1+deb9u7
2022-06-23 00:55:04 status half-installed libopenjp2-7:amd64 2.1.2-1.1+deb9u7
2022-06-23 00:55:04 status unpacked libopenjp2-7:amd64 2.1.2-1.1+deb9u7
2022-06-23 00:55:04 status unpacked libopenjp2-7:amd64 2.1.2-1.1+deb9u7
2022-06-23 00:55:04 install libtiff5:amd64 <none> 4.0.8-2+deb9u8
2022-06-23 00:55:04 status half-installed libtiff5:amd64 4.0.8-2+deb9u8
2022-06-23 00:55:04 status unpacked libtiff5:amd64 4.0.8-2+deb9u8
2022-06-23 00:55:04 status unpacked libtiff5:amd64 4.0.8-2+deb9u8
2022-06-23 00:55:04 install libxau6:amd64 <none> 1:1.0.8-1
2022-06-23 00:55:04 status half-installed libxau6:amd64 1:1.0.8-1
2022-06-23 00:55:04 status unpacked libxau6:amd64 1:1.0.8-1
2022-06-23 00:55:04 status unpacked libxau6:amd64 1:1.0.8-1
2022-06-23 00:55:04 install libxdmcp6:amd64 <none> 1:1.1.2-3
2022-06-23 00:55:04 status half-installed libxdmcp6:amd64 1:1.1.2-3
2022-06-23 00:55:04 status unpacked libxdmcp6:amd64 1:1.1.2-3
2022-06-23 00:55:04 status unpacked libxdmcp6:amd64 1:1.1.2-3
2022-06-23 00:55:04 install libxcb1:amd64 <none> 1.12-1
2022-06-23 00:55:04 status half-installed libxcb1:amd64 1.12-1
2022-06-23 00:55:04 status unpacked libxcb1:amd64 1.12-1
2022-06-23 00:55:04 status unpacked libxcb1:amd64 1.12-1
2022-06-23 00:55:04 install libx11-data:all <none> 2:1.6.4-3+deb9u4
2022-06-23 00:55:04 status half-installed libx11-data:all 2:1.6.4-3+deb9u4
2022-06-23 00:55:04 status unpacked libx11-data:all 2:1.6.4-3+deb9u4
2022-06-23 00:55:04 status unpacked libx11-data:all 2:1.6.4-3+deb9u4
2022-06-23 00:55:04 install libx11-6:amd64 <none> 2:1.6.4-3+deb9u4
2022-06-23 00:55:04 status half-installed libx11-6:amd64 2:1.6.4-3+deb9u4
2022-06-23 00:55:04 status unpacked libx11-6:amd64 2:1.6.4-3+deb9u4
2022-06-23 00:55:04 status unpacked libx11-6:amd64 2:1.6.4-3+deb9u4
2022-06-23 00:55:04 install libxext6:amd64 <none> 2:1.3.3-1+b2
2022-06-23 00:55:04 status half-installed libxext6:amd64 2:1.3.3-1+b2
2022-06-23 00:55:04 status unpacked libxext6:amd64 2:1.3.3-1+b2
2022-06-23 00:55:04 status unpacked libxext6:amd64 2:1.3.3-1+b2
2022-06-23 00:55:04 install libicu57:amd64 <none> 57.1-6+deb9u5
2022-06-23 00:55:04 status half-installed libicu57:amd64 57.1-6+deb9u5
2022-06-23 00:55:05 status unpacked libicu57:amd64 57.1-6+deb9u5
2022-06-23 00:55:05 status unpacked libicu57:amd64 57.1-6+deb9u5
2022-06-23 00:55:05 install libxml2:amd64 <none> 2.9.4+dfsg1-2.2+deb9u7
2022-06-23 00:55:05 status half-installed libxml2:amd64 2.9.4+dfsg1-2.2+deb9u7
2022-06-23 00:55:05 status unpacked libxml2:amd64 2.9.4+dfsg1-2.2+deb9u7
2022-06-23 00:55:05 status unpacked libxml2:amd64 2.9.4+dfsg1-2.2+deb9u7
2022-06-23 00:55:05 install libmagickcore-6.q16-3:amd64 <none> 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:05 status half-installed libmagickcore-6.q16-3:amd64 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:05 status unpacked libmagickcore-6.q16-3:amd64 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:05 status unpacked libmagickcore-6.q16-3:amd64 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:05 install libpixman-1-0:amd64 <none> 0.34.0-1
2022-06-23 00:55:05 status half-installed libpixman-1-0:amd64 0.34.0-1
2022-06-23 00:55:05 status unpacked libpixman-1-0:amd64 0.34.0-1
2022-06-23 00:55:05 status unpacked libpixman-1-0:amd64 0.34.0-1
2022-06-23 00:55:05 install libxcb-render0:amd64 <none> 1.12-1
2022-06-23 00:55:05 status half-installed libxcb-render0:amd64 1.12-1
2022-06-23 00:55:05 status unpacked libxcb-render0:amd64 1.12-1
2022-06-23 00:55:05 status unpacked libxcb-render0:amd64 1.12-1
2022-06-23 00:55:05 install libxcb-shm0:amd64 <none> 1.12-1
2022-06-23 00:55:05 status half-installed libxcb-shm0:amd64 1.12-1
2022-06-23 00:55:05 status unpacked libxcb-shm0:amd64 1.12-1
2022-06-23 00:55:05 status unpacked libxcb-shm0:amd64 1.12-1
2022-06-23 00:55:05 install libxrender1:amd64 <none> 1:0.9.10-1
2022-06-23 00:55:05 status half-installed libxrender1:amd64 1:0.9.10-1
2022-06-23 00:55:05 status unpacked libxrender1:amd64 1:0.9.10-1
2022-06-23 00:55:05 status unpacked libxrender1:amd64 1:0.9.10-1
2022-06-23 00:55:05 install libcairo2:amd64 <none> 1.14.8-1+deb9u1
2022-06-23 00:55:05 status half-installed libcairo2:amd64 1.14.8-1+deb9u1
2022-06-23 00:55:06 status unpacked libcairo2:amd64 1.14.8-1+deb9u1
2022-06-23 00:55:06 status unpacked libcairo2:amd64 1.14.8-1+deb9u1
2022-06-23 00:55:06 install libdjvulibre-text:all <none> 3.5.27.1-7+deb9u2
2022-06-23 00:55:06 status half-installed libdjvulibre-text:all 3.5.27.1-7+deb9u2
2022-06-23 00:55:06 status unpacked libdjvulibre-text:all 3.5.27.1-7+deb9u2
2022-06-23 00:55:06 status unpacked libdjvulibre-text:all 3.5.27.1-7+deb9u2
2022-06-23 00:55:06 install libdjvulibre21:amd64 <none> 3.5.27.1-7+deb9u2
2022-06-23 00:55:06 status half-installed libdjvulibre21:amd64 3.5.27.1-7+deb9u2
2022-06-23 00:55:06 status unpacked libdjvulibre21:amd64 3.5.27.1-7+deb9u2
2022-06-23 00:55:06 status unpacked libdjvulibre21:amd64 3.5.27.1-7+deb9u2
2022-06-23 00:55:06 install libmagickwand-6.q16-3:amd64 <none> 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:06 status half-installed libmagickwand-6.q16-3:amd64 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:06 status unpacked libmagickwand-6.q16-3:amd64 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:06 status unpacked libmagickwand-6.q16-3:amd64 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:06 install libilmbase12:amd64 <none> 2.2.0-12
2022-06-23 00:55:06 status half-installed libilmbase12:amd64 2.2.0-12
2022-06-23 00:55:06 status unpacked libilmbase12:amd64 2.2.0-12
2022-06-23 00:55:06 status unpacked libilmbase12:amd64 2.2.0-12
2022-06-23 00:55:06 install libopenexr22:amd64 <none> 2.2.0-11+deb9u4
2022-06-23 00:55:06 status half-installed libopenexr22:amd64 2.2.0-11+deb9u4
2022-06-23 00:55:06 status unpacked libopenexr22:amd64 2.2.0-11+deb9u4
2022-06-23 00:55:06 status unpacked libopenexr22:amd64 2.2.0-11+deb9u4
2022-06-23 00:55:06 install libthai-data:all <none> 0.1.26-1
2022-06-23 00:55:06 status half-installed libthai-data:all 0.1.26-1
2022-06-23 00:55:06 status unpacked libthai-data:all 0.1.26-1
2022-06-23 00:55:06 status unpacked libthai-data:all 0.1.26-1
2022-06-23 00:55:06 install libdatrie1:amd64 <none> 0.2.10-4+b1
2022-06-23 00:55:06 status half-installed libdatrie1:amd64 0.2.10-4+b1
2022-06-23 00:55:06 status unpacked libdatrie1:amd64 0.2.10-4+b1
2022-06-23 00:55:06 status unpacked libdatrie1:amd64 0.2.10-4+b1
2022-06-23 00:55:06 install libthai0:amd64 <none> 0.1.26-1
2022-06-23 00:55:06 status half-installed libthai0:amd64 0.1.26-1
2022-06-23 00:55:06 status unpacked libthai0:amd64 0.1.26-1
2022-06-23 00:55:06 status unpacked libthai0:amd64 0.1.26-1
2022-06-23 00:55:06 install libpango-1.0-0:amd64 <none> 1.40.5-1
2022-06-23 00:55:06 status half-installed libpango-1.0-0:amd64 1.40.5-1
2022-06-23 00:55:06 status unpacked libpango-1.0-0:amd64 1.40.5-1
2022-06-23 00:55:06 status unpacked libpango-1.0-0:amd64 1.40.5-1
2022-06-23 00:55:06 install libgraphite2-3:amd64 <none> 1.3.10-1
2022-06-23 00:55:06 status half-installed libgraphite2-3:amd64 1.3.10-1
2022-06-23 00:55:06 status unpacked libgraphite2-3:amd64 1.3.10-1
2022-06-23 00:55:06 status unpacked libgraphite2-3:amd64 1.3.10-1
2022-06-23 00:55:06 install libharfbuzz0b:amd64 <none> 1.4.2-1
2022-06-23 00:55:06 status half-installed libharfbuzz0b:amd64 1.4.2-1
2022-06-23 00:55:06 status unpacked libharfbuzz0b:amd64 1.4.2-1
2022-06-23 00:55:06 status unpacked libharfbuzz0b:amd64 1.4.2-1
2022-06-23 00:55:06 install libpangoft2-1.0-0:amd64 <none> 1.40.5-1
2022-06-23 00:55:06 status half-installed libpangoft2-1.0-0:amd64 1.40.5-1
2022-06-23 00:55:06 status unpacked libpangoft2-1.0-0:amd64 1.40.5-1
2022-06-23 00:55:06 status unpacked libpangoft2-1.0-0:amd64 1.40.5-1
2022-06-23 00:55:06 install libpangocairo-1.0-0:amd64 <none> 1.40.5-1
2022-06-23 00:55:06 status half-installed libpangocairo-1.0-0:amd64 1.40.5-1
2022-06-23 00:55:06 status unpacked libpangocairo-1.0-0:amd64 1.40.5-1
2022-06-23 00:55:06 status unpacked libpangocairo-1.0-0:amd64 1.40.5-1
2022-06-23 00:55:06 install shared-mime-info:amd64 <none> 1.8-1+deb9u1
2022-06-23 00:55:06 status half-installed shared-mime-info:amd64 1.8-1+deb9u1
2022-06-23 00:55:06 status unpacked shared-mime-info:amd64 1.8-1+deb9u1
2022-06-23 00:55:06 status unpacked shared-mime-info:amd64 1.8-1+deb9u1
2022-06-23 00:55:06 install libgdk-pixbuf2.0-common:all <none> 2.36.5-2+deb9u2
2022-06-23 00:55:06 status half-installed libgdk-pixbuf2.0-common:all 2.36.5-2+deb9u2
2022-06-23 00:55:06 status unpacked libgdk-pixbuf2.0-common:all 2.36.5-2+deb9u2
2022-06-23 00:55:06 status unpacked libgdk-pixbuf2.0-common:all 2.36.5-2+deb9u2
2022-06-23 00:55:06 install libgdk-pixbuf2.0-0:amd64 <none> 2.36.5-2+deb9u2
2022-06-23 00:55:06 status half-installed libgdk-pixbuf2.0-0:amd64 2.36.5-2+deb9u2
2022-06-23 00:55:07 status unpacked libgdk-pixbuf2.0-0:amd64 2.36.5-2+deb9u2
2022-06-23 00:55:07 status unpacked libgdk-pixbuf2.0-0:amd64 2.36.5-2+deb9u2
2022-06-23 00:55:07 install libwmf0.2-7:amd64 <none> 0.2.8.4-10.6
2022-06-23 00:55:07 status half-installed libwmf0.2-7:amd64 0.2.8.4-10.6
2022-06-23 00:55:07 status unpacked libwmf0.2-7:amd64 0.2.8.4-10.6
2022-06-23 00:55:07 status unpacked libwmf0.2-7:amd64 0.2.8.4-10.6
2022-06-23 00:55:07 install libmagickcore-6.q16-3-extra:amd64 <none> 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:07 status half-installed libmagickcore-6.q16-3-extra:amd64 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:07 status unpacked libmagickcore-6.q16-3-extra:amd64 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:07 status unpacked libmagickcore-6.q16-3-extra:amd64 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:07 install libc-dev-bin:amd64 <none> 2.24-11+deb9u4
2022-06-23 00:55:07 status half-installed libc-dev-bin:amd64 2.24-11+deb9u4
2022-06-23 00:55:07 status unpacked libc-dev-bin:amd64 2.24-11+deb9u4
2022-06-23 00:55:07 status unpacked libc-dev-bin:amd64 2.24-11+deb9u4
2022-06-23 00:55:07 install linux-libc-dev:amd64 <none> 4.9.303-1
2022-06-23 00:55:07 status half-installed linux-libc-dev:amd64 4.9.303-1
2022-06-23 00:55:07 status unpacked linux-libc-dev:amd64 4.9.303-1
2022-06-23 00:55:07 status unpacked linux-libc-dev:amd64 4.9.303-1
2022-06-23 00:55:07 install libc6-dev:amd64 <none> 2.24-11+deb9u4
2022-06-23 00:55:07 status half-installed libc6-dev:amd64 2.24-11+deb9u4
2022-06-23 00:55:07 status unpacked libc6-dev:amd64 2.24-11+deb9u4
2022-06-23 00:55:07 status unpacked libc6-dev:amd64 2.24-11+deb9u4
2022-06-23 00:55:07 install libbz2-dev:amd64 <none> 1.0.6-8.1
2022-06-23 00:55:07 status half-installed libbz2-dev:amd64 1.0.6-8.1
2022-06-23 00:55:07 status unpacked libbz2-dev:amd64 1.0.6-8.1
2022-06-23 00:55:07 status unpacked libbz2-dev:amd64 1.0.6-8.1
2022-06-23 00:55:07 install libjpeg62-turbo-dev:amd64 <none> 1:1.5.1-2+deb9u2
2022-06-23 00:55:07 status half-installed libjpeg62-turbo-dev:amd64 1:1.5.1-2+deb9u2
2022-06-23 00:55:07 status unpacked libjpeg62-turbo-dev:amd64 1:1.5.1-2+deb9u2
2022-06-23 00:55:07 status unpacked libjpeg62-turbo-dev:amd64 1:1.5.1-2+deb9u2
2022-06-23 00:55:07 install libjpeg-dev:all <none> 1:1.5.1-2+deb9u2
2022-06-23 00:55:07 status half-installed libjpeg-dev:all 1:1.5.1-2+deb9u2
2022-06-23 00:55:07 status unpacked libjpeg-dev:all 1:1.5.1-2+deb9u2
2022-06-23 00:55:07 status unpacked libjpeg-dev:all 1:1.5.1-2+deb9u2
2022-06-23 00:55:07 install libdjvulibre-dev:amd64 <none> 3.5.27.1-7+deb9u2
2022-06-23 00:55:07 status half-installed libdjvulibre-dev:amd64 3.5.27.1-7+deb9u2
2022-06-23 00:55:07 status unpacked libdjvulibre-dev:amd64 3.5.27.1-7+deb9u2
2022-06-23 00:55:07 status unpacked libdjvulibre-dev:amd64 3.5.27.1-7+deb9u2
2022-06-23 00:55:07 install libexif12:amd64 <none> 0.6.21-2+deb9u5
2022-06-23 00:55:07 status half-installed libexif12:amd64 0.6.21-2+deb9u5
2022-06-23 00:55:07 status unpacked libexif12:amd64 0.6.21-2+deb9u5
2022-06-23 00:55:07 status unpacked libexif12:amd64 0.6.21-2+deb9u5
2022-06-23 00:55:07 install libjs-jquery:all <none> 3.1.1-2+deb9u2
2022-06-23 00:55:07 status half-installed libjs-jquery:all 3.1.1-2+deb9u2
2022-06-23 00:55:08 status unpacked libjs-jquery:all 3.1.1-2+deb9u2
2022-06-23 00:55:08 status unpacked libjs-jquery:all 3.1.1-2+deb9u2
2022-06-23 00:55:08 install libexif-dev:amd64 <none> 0.6.21-2+deb9u5
2022-06-23 00:55:08 status half-installed libexif-dev:amd64 0.6.21-2+deb9u5
2022-06-23 00:55:08 status unpacked libexif-dev:amd64 0.6.21-2+deb9u5
2022-06-23 00:55:08 status unpacked libexif-dev:amd64 0.6.21-2+deb9u5
2022-06-23 00:55:08 install zlib1g-dev:amd64 <none> 1:1.2.8.dfsg-5+deb9u1
2022-06-23 00:55:08 status half-installed zlib1g-dev:amd64 1:1.2.8.dfsg-5+deb9u1
2022-06-23 00:55:08 status unpacked zlib1g-dev:amd64 1:1.2.8.dfsg-5+deb9u1
2022-06-23 00:55:08 status unpacked zlib1g-dev:amd64 1:1.2.8.dfsg-5+deb9u1
2022-06-23 00:55:08 install libpng-dev:amd64 <none> 1.6.28-1+deb9u1
2022-06-23 00:55:08 status half-installed libpng-dev:amd64 1.6.28-1+deb9u1
2022-06-23 00:55:08 status unpacked libpng-dev:amd64 1.6.28-1+deb9u1
2022-06-23 00:55:08 status unpacked libpng-dev:amd64 1.6.28-1+deb9u1
2022-06-23 00:55:08 install libfreetype6-dev:amd64 <none> 2.6.3-3.2+deb9u2
2022-06-23 00:55:08 status half-installed libfreetype6-dev:amd64 2.6.3-3.2+deb9u2
2022-06-23 00:55:08 status unpacked libfreetype6-dev:amd64 2.6.3-3.2+deb9u2
2022-06-23 00:55:08 status unpacked libfreetype6-dev:amd64 2.6.3-3.2+deb9u2
2022-06-23 00:55:08 install libcdt5:amd64 <none> 2.38.0-17+deb9u1
2022-06-23 00:55:08 status half-installed libcdt5:amd64 2.38.0-17+deb9u1
2022-06-23 00:55:08 status unpacked libcdt5:amd64 2.38.0-17+deb9u1
2022-06-23 00:55:08 status unpacked libcdt5:amd64 2.38.0-17+deb9u1
2022-06-23 00:55:08 install libcgraph6:amd64 <none> 2.38.0-17+deb9u1
2022-06-23 00:55:08 status half-installed libcgraph6:amd64 2.38.0-17+deb9u1
2022-06-23 00:55:08 status unpacked libcgraph6:amd64 2.38.0-17+deb9u1
2022-06-23 00:55:08 status unpacked libcgraph6:amd64 2.38.0-17+deb9u1
2022-06-23 00:55:08 install libwebp6:amd64 <none> 0.5.2-1+deb9u1
2022-06-23 00:55:08 status half-installed libwebp6:amd64 0.5.2-1+deb9u1
2022-06-23 00:55:08 status unpacked libwebp6:amd64 0.5.2-1+deb9u1
2022-06-23 00:55:08 status unpacked libwebp6:amd64 0.5.2-1+deb9u1
2022-06-23 00:55:08 install libxpm4:amd64 <none> 1:3.5.12-1
2022-06-23 00:55:08 status half-installed libxpm4:amd64 1:3.5.12-1
2022-06-23 00:55:08 status unpacked libxpm4:amd64 1:3.5.12-1
2022-06-23 00:55:08 status unpacked libxpm4:amd64 1:3.5.12-1
2022-06-23 00:55:08 install libgd3:amd64 <none> 2.2.4-2+deb9u5
2022-06-23 00:55:08 status half-installed libgd3:amd64 2.2.4-2+deb9u5
2022-06-23 00:55:08 status unpacked libgd3:amd64 2.2.4-2+deb9u5
2022-06-23 00:55:08 status unpacked libgd3:amd64 2.2.4-2+deb9u5
2022-06-23 00:55:08 install libgts-0.7-5:amd64 <none> 0.7.6+darcs121130-4
2022-06-23 00:55:08 status half-installed libgts-0.7-5:amd64 0.7.6+darcs121130-4
2022-06-23 00:55:08 status unpacked libgts-0.7-5:amd64 0.7.6+darcs121130-4
2022-06-23 00:55:08 status unpacked libgts-0.7-5:amd64 0.7.6+darcs121130-4
2022-06-23 00:55:08 install libpathplan4:amd64 <none> 2.38.0-17+deb9u1
2022-06-23 00:55:08 status half-installed libpathplan4:amd64 2.38.0-17+deb9u1
2022-06-23 00:55:08 status unpacked libpathplan4:amd64 2.38.0-17+deb9u1
2022-06-23 00:55:08 status unpacked libpathplan4:amd64 2.38.0-17+deb9u1
2022-06-23 00:55:08 install libxdot4:amd64 <none> 2.38.0-17+deb9u1
2022-06-23 00:55:08 status half-installed libxdot4:amd64 2.38.0-17+deb9u1
2022-06-23 00:55:08 status unpacked libxdot4:amd64 2.38.0-17+deb9u1
2022-06-23 00:55:08 status unpacked libxdot4:amd64 2.38.0-17+deb9u1
2022-06-23 00:55:08 install libgvc6:amd64 <none> 2.38.0-17+deb9u1
2022-06-23 00:55:08 status half-installed libgvc6:amd64 2.38.0-17+deb9u1
2022-06-23 00:55:09 status unpacked libgvc6:amd64 2.38.0-17+deb9u1
2022-06-23 00:55:09 status unpacked libgvc6:amd64 2.38.0-17+deb9u1
2022-06-23 00:55:09 install libgvpr2:amd64 <none> 2.38.0-17+deb9u1
2022-06-23 00:55:09 status half-installed libgvpr2:amd64 2.38.0-17+deb9u1
2022-06-23 00:55:09 status unpacked libgvpr2:amd64 2.38.0-17+deb9u1
2022-06-23 00:55:09 status unpacked libgvpr2:amd64 2.38.0-17+deb9u1
2022-06-23 00:55:09 install libatk1.0-data:all <none> 2.22.0-1
2022-06-23 00:55:09 status half-installed libatk1.0-data:all 2.22.0-1
2022-06-23 00:55:09 status unpacked libatk1.0-data:all 2.22.0-1
2022-06-23 00:55:09 status unpacked libatk1.0-data:all 2.22.0-1
2022-06-23 00:55:09 install libatk1.0-0:amd64 <none> 2.22.0-1
2022-06-23 00:55:09 status half-installed libatk1.0-0:amd64 2.22.0-1
2022-06-23 00:55:09 status unpacked libatk1.0-0:amd64 2.22.0-1
2022-06-23 00:55:09 status unpacked libatk1.0-0:amd64 2.22.0-1
2022-06-23 00:55:09 install libgtk2.0-common:all <none> 2.24.31-2
2022-06-23 00:55:09 status half-installed libgtk2.0-common:all 2.24.31-2
2022-06-23 00:55:09 status unpacked libgtk2.0-common:all 2.24.31-2
2022-06-23 00:55:09 status unpacked libgtk2.0-common:all 2.24.31-2
2022-06-23 00:55:09 install libavahi-common-data:amd64 <none> 0.6.32-2+deb9u1
2022-06-23 00:55:09 status half-installed libavahi-common-data:amd64 0.6.32-2+deb9u1
2022-06-23 00:55:09 status unpacked libavahi-common-data:amd64 0.6.32-2+deb9u1
2022-06-23 00:55:09 status unpacked libavahi-common-data:amd64 0.6.32-2+deb9u1
2022-06-23 00:55:09 install libavahi-common3:amd64 <none> 0.6.32-2+deb9u1
