2022-06-23 07:22:18 startup archives unpack
2022-06-23 08:43:46 status half-configured gnupg:all 2.2.27-2+deb11u1
2022-06-23 08:43:46 status half-installed gnupg:all 2.2.27-2+deb11u1
2022-06-23 08:43:46 status config-files gnupg:all 2.2.27-2+deb11u1
2022-06-23 08:43:46 status not-installed gnupg:all <none>
2022-06-23 08:43:46 status installed gpg-wks-client:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:46 remove gpg-wks-client:amd64 2.2.27-2+deb11u1 <none>
2022-06-23 08:43:46 status half-configured gpg-wks-client:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:46 status half-installed gpg-wks-client:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:46 status config-files gpg-wks-client:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:46 status not-installed gpg-wks-client:amd64 <none>
2022-06-23 08:43:46 status installed dirmngr:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:46 remove dirmngr:amd64 2.2.27-2+deb11u1 <none>
2022-06-23 08:43:46 status half-configured dirmngr:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:46 status half-installed dirmngr:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:46 status config-files dirmngr:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:46 status installed gnupg-l10n:all 2.2.27-2+deb11u1
2022-06-23 08:43:46 remove gnupg-l10n:all 2.2.27-2+deb11u1 <none>
2022-06-23 08:43:46 status half-configured gnupg-l10n:all 2.2.27-2+deb11u1
2022-06-23 08:43:46 status half-installed gnupg-l10n:all 2.2.27-2+deb11u1
2022-06-23 08:43:46 status config-files gnupg-l10n:all 2.2.27-2+deb11u1
2022-06-23 08:43:46 status not-installed gnupg-l10n:all <none>
2022-06-23 08:43:46 status installed gnupg-utils:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:46 remove gnupg-utils:amd64 2.2.27-2+deb11u1 <none>
2022-06-23 08:43:46 status half-configured gnupg-utils:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:46 status half-installed gnupg-utils:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:46 status config-files gnupg-utils:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:46 status not-installed gnupg-utils:amd64 <none>
2022-06-23 08:43:46 status installed gpg-wks-server:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:46 remove gpg-wks-server:amd64 2.2.27-2+deb11u1 <none>
2022-06-23 08:43:46 status half-configured gpg-wks-server:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:46 status half-installed gpg-wks-server:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:46 status config-files gpg-wks-server:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:46 status not-installed gpg-wks-server:amd64 <none>
2022-06-23 08:43:46 status installed gpg:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:46 remove gpg:amd64 2.2.27-2+deb11u1 <none>
2022-06-23 08:43:46 status half-configured gpg:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:46 status half-installed gpg:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:46 status config-files gpg:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:46 status not-installed gpg:amd64 <none>
2022-06-23 08:43:46 status installed gpg-agent:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:46 remove gpg-agent:amd64 2.2.27-2+deb11u1 <none>
2022-06-23 08:43:46 status half-configured gpg-agent:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:46 status half-installed gpg-agent:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:47 status config-files gpg-agent:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:47 status installed gpgsm:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:47 remove gpgsm:amd64 2.2.27-2+deb11u1 <none>
2022-06-23 08:43:47 status half-configured gpgsm:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:47 status half-installed gpgsm:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:47 status config-files gpgsm:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:47 status not-installed gpgsm:amd64 <none>
2022-06-23 08:43:47 status installed gpgconf:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:47 remove gpgconf:amd64 2.2.27-2+deb11u1 <none>
2022-06-23 08:43:47 status half-configured gpgconf:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:47 status half-installed gpgconf:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:47 status config-files gpgconf:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:47 status not-installed gpgconf:amd64 <none>
2022-06-23 08:43:47 status installed pinentry-curses:amd64 1.1.0-4
2022-06-23 08:43:47 remove pinentry-curses:amd64 1.1.0-4 <none>
2022-06-23 08:43:47 status half-configured pinentry-curses:amd64 1.1.0-4
2022-06-23 08:43:47 status half-installed pinentry-curses:amd64 1.1.0-4
2022-06-23 08:43:47 status config-files pinentry-curses:amd64 1.1.0-4
2022-06-23 08:43:47 status not-installed pinentry-curses:amd64 <none>
2022-06-23 08:43:47 status installed libassuan0:amd64 2.5.3-7.1
2022-06-23 08:43:47 remove libassuan0:amd64 2.5.3-7.1 <none>
2022-06-23 08:43:47 status triggers-pending libc-bin:amd64 2.31-13+deb11u3
2022-06-23 08:43:47 status half-configured libassuan0:amd64 2.5.3-7.1
2022-06-23 08:43:47 status half-installed libassuan0:amd64 2.5.3-7.1
2022-06-23 08:43:47 status config-files libassuan0:amd64 2.5.3-7.1
2022-06-23 08:43:47 status not-installed libassuan0:amd64 <none>
2022-06-23 08:43:47 status installed libksba8:amd64 1.5.0-3
2022-06-23 08:43:47 remove libksba8:amd64 1.5.0-3 <none>
2022-06-23 08:43:47 status half-configured libksba8:amd64 1.5.0-3
2022-06-23 08:43:47 status half-installed libksba8:amd64 1.5.0-3
2022-06-23 08:43:47 status config-files libksba8:amd64 1.5.0-3
2022-06-23 08:43:47 status not-installed libksba8:amd64 <none>
2022-06-23 08:43:47 status installed libnpth0:amd64 1.6-3
2022-06-23 08:43:47 remove libnpth0:amd64 1.6-3 <none>
2022-06-23 08:43:47 status half-configured libnpth0:amd64 1.6-3
2022-06-23 08:43:47 status half-installed libnpth0:amd64 1.6-3
2022-06-23 08:43:47 status config-files libnpth0:amd64 1.6-3
2022-06-23 08:43:47 status not-installed libnpth0:amd64 <none>
2022-06-23 08:43:47 status installed libreadline8:amd64 8.1-1
2022-06-23 08:43:47 remove libreadline8:amd64 8.1-1 <none>
2022-06-23 08:43:47 status half-configured libreadline8:amd64 8.1-1
2022-06-23 08:43:47 status half-installed libreadline8:amd64 8.1-1
2022-06-23 08:43:47 status config-files libreadline8:amd64 8.1-1
2022-06-23 08:43:47 status not-installed libreadline8:amd64 <none>
2022-06-23 08:43:47 status installed readline-common:all 8.1-1
2022-06-23 08:43:47 remove readline-common:all 8.1-1 <none>
2022-06-23 08:43:47 status half-configured readline-common:all 8.1-1
2022-06-23 08:43:47 status half-installed readline-common:all 8.1-1
2022-06-23 08:43:47 status config-files readline-common:all 8.1-1
2022-06-23 08:43:47 startup packages configure
2022-06-23 08:43:47 trigproc libc-bin:amd64 2.31-13+deb11u3 <none>
2022-06-23 08:43:47 status half-configured libc-bin:amd64 2.31-13+deb11u3
2022-06-23 08:43:47 status installed libc-bin:amd64 2.31-13+deb11u3
2022-06-23 08:43:47 startup packages purge
2022-06-23 08:43:47 purge gpg-agent:amd64 2.2.27-2+deb11u1 <none>
2022-06-23 08:43:47 status config-files gpg-agent:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:47 status not-installed gpg-agent:amd64 <none>
2022-06-23 08:43:47 purge dirmngr:amd64 2.2.27-2+deb11u1 <none>
2022-06-23 08:43:47 status config-files dirmngr:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:47 status not-installed dirmngr:amd64 <none>
2022-06-23 08:43:47 purge readline-common:all 8.1-1 <none>
2022-06-23 08:43:47 status config-files readline-common:all 8.1-1
2022-06-23 08:43:47 status not-installed readline-common:all <none>
2022-06-23 08:43:47 startup packages configure
